time (s),thrust (m/s^2),acc (m/s^2),rotation rate (rad/s)
15.12,0.006124448,0.420613451,0.266870025
15.13,-1.53147085,-0.683867781,-0.085977709
15.14,0.020690797,1.000468812,-0.275057251
15.15,-0.801301192,-0.200004297,0.744734687
15.16,-0.999361887,0.773985156,-0.192626332
15.17,0.160274471,1.007487726,1.003788788
15.18,-0.718127983,0.55954037,0.787667317
15.19,-2.178252664,-1.244762457,-0.234901449
15.2,-1.049044914,-1.167410869,0.005781555
15.21,0.308360639,-0.1318762,1.004637714
15.22,0.578295386,1.631479603,-0.189310051
15.23,-1.051235509,0.75552282,0.760123778
15.24,-1.470693565,0.267588982,-0.383615514
15.25,-0.924797515,2.152265221,0.111089438
15.26,-1.712802425,0.361337376,-0.515820314
15.27,-0.166460636,-0.979362132,-0.088929453
15.28,0.370284706,0.272604967,-0.033221152
15.29,-0.977808279,0.14606003,-0.948407665
15.3,-1.174887873,0.722082528,-0.269229057
15.31,-1.289133526,1.673688994,-0.246335283
15.32,-1.208536263,-0.167511142,-0.652552069
15.33,-0.401904891,-0.665294641,-0.171495766
15.34,-1.751312839,-0.136070434,0.41652003
15.35,-0.979495761,1.215591455,0.580193262
15.36,0.227786641,0.835650614,-0.353254998
15.37,-0.630285641,1.169404575,0.542032625
15.38,-0.619979563,-0.648101396,-0.770852881
15.39,-0.819961866,1.305771958,0.377198238
15.4,-0.729231001,2.368732314,0.313926844
15.41,-0.974781138,-0.121569481,-0.230375072
15.42,-1.62709134,-0.71298444,-0.171200981
15.43,-0.006711362,-0.809044407,0.474614019
15.44,-0.184118625,2.003475685,-0.168160732
15.45,-0.522545254,0.040712131,-0.163933464
15.46,-1.049571535,0.719265991,-0.590166077
15.47,-0.69086687,-0.621409583,0.465038839
15.48,0.910206276,-1.531165648,0.768720818
15.49,-0.555011602,0.626888005,1.098089684
15.5,-0.10955313,0.800145505,-0.112830347
15.51,-0.532046082,-1.164847075,-0.327821494
15.52,-1.19614585,-0.60693142,0.137351479
15.53,0.17765957,-0.73434642,0.081477369
15.54,0.098933092,1.365483595,0.161130214
15.55,0.107919228,1.27265874,-0.065806129
15.56,0.642797234,-0.573960575,-0.773491395
15.57,-1.207398417,-0.180996017,0.554550971
15.58,0.081963211,0.675046431,0.343195371
15.59,-0.572570918,-0.54272065,-0.686558867
15.6,0.090419169,0.299082059,-0.439449157
15.61,-0.551461394,0.500958364,0.386809366
15.62,-0.094339413,1.769212028,0.605277625
15.63,-0.7905476,1.834770684,-0.146908829
15.64,0.444490952,0.012125872,0.503972605
15.65,-0.199251859,-0.674317266,1.102929196
15.66,-1.406998695,0.537931544,-0.084510996
15.67,-0.546580276,-0.012724683,1.132807628
15.68,0.774704048,-1.056587644,-0.238208499
15.69,0.793108544,1.908447161,-0.272838581
15.7,0.221801062,-0.469523053,-0.583798994
15.71,0.256571739,1.32982808,0.083448926
15.72,-0.369645205,1.140969368,0.057577907
15.73,-0.557154959,1.107657725,-0.526848751
15.74,-0.423763842,0.232889333,-0.20081663
15.75,0.992843612,-0.933492505,-0.064679339
15.76,0.320277,1.962736161,-0.298115655
15.77,0.287023508,-0.125768267,0.473708843
15.78,0.00980556,-0.854929193,-0.83409498
15.79,0.922989095,0.3939945,-0.023930433
15.8,-0.371947685,0.03924838,0.192626978
15.81,0.674634235,2.197414655,0.742638525
15.82,1.466558111,0.046652811,-0.33444845
15.83,0.209542252,-0.255419383,-0.797707653
15.84,0.701198694,-0.68245438,0.10565475
15.85,-1.135217437,0.159934424,0.117773876
15.86,1.788177092,0.803258616,0.539403899
15.87,1.122930398,0.795368307,-0.641774424
15.88,-0.268163045,1.166321793,-0.559328692
15.89,0.063892346,-0.195720896,0.296812629
15.9,0.718804942,1.029871914,-0.211399393
15.91,0.184919745,1.282446684,0.545089404
15.92,0.473625603,-0.077794079,0.112459533
15.93,-0.107426975,0.225531936,-0.061120442
15.94,-0.771955297,0.209722064,-0.09507921
15.95,0.195229821,-0.224425401,0.307797795
15.96,0.180440787,0.479525972,0.342867683
15.97,0.673638788,-0.377290414,1.027532346
15.98,1.228116664,0.135871593,0.403568035
15.99,-0.971120631,0.628194044,0.066580403
16,-0.043211278,-0.66172494,-0.370259226
16.01,-0.098993091,1.71928276,0.12267753
16.02,-0.261346114,0.046144065,-0.154380058
16.03,1.037749427,-0.327947277,-0.010334707
16.04,-0.025161954,2.422954224,0.404337054
16.05,1.830930309,-0.67799947,-0.787749458
16.06,2.215628576,-0.754533606,1.52588305
16.07,-0.911144611,-0.028919387,-0.500846648
16.08,0.082427991,0.685476038,-0.814120511
16.09,-0.783837979,-0.312939546,-0.183014392
16.1,0.147669277,1.850597039,0.340903356
16.11,-0.113058,0.544896567,-0.545091025
16.12,0.182713617,0.318056299,0.510169333
16.13,1.349333938,-1.311240235,0.03078615
16.14,-1.116122162,-0.21720208,0.114473486
16.15,-0.188720744,0.899347551,0.002271152
16.16,1.067958897,0.189058634,-0.057361467
16.17,0.884689111,0.147207077,-0.426445588
16.18,-0.717756797,0.451373803,0.060470878
16.19,-0.718468094,0.553390847,0.041380191
16.2,-0.103591381,0.005340274,-0.495620787
16.21,-0.155916122,-0.912322078,-0.475009174
16.22,0.405997874,0.458290071,-0.346950852
16.23,1.219592292,2.334668399,-0.192608511
16.24,0.169336507,-0.396437549,-0.088779092
16.25,0.427667915,-0.479089211,0.412917471
16.26,-0.363127253,-0.990058523,0.3382534
16.27,-0.044574538,-0.621835367,0.566923107
16.28,-0.653602512,-0.42905032,0.602009666
16.29,-0.649318391,-0.804084907,1.202443433
16.3,0.8468576,-0.403985941,-0.218446029
16.31,-0.954274794,0.68340712,0.120774481
16.32,-1.172047888,0.990719138,0.057408071
16.33,-0.344467174,0.50585302,-0.233274003
16.34,-0.949228722,-0.035770312,0.034485463
16.35,0.298777124,0.010130022,-0.193270349
16.36,0.942525064,0.097768367,0.010013902
16.37,-0.506752969,-0.902211691,-1.032885994
16.38,1.655173988,2.290553963,0.599165927
16.39,0.917633131,0.975063042,0.46539287
16.4,0.599631983,0.189789299,-0.513277247
16.41,-1.756267367,1.90484791,0.639625544
16.42,0.620987689,0.349457725,0.129171168
16.43,0.185749324,0.16359087,0.758107226
16.44,0.203642254,1.772633087,0.081700148
16.45,-0.002397743,-0.592455645,-0.518093642
16.46,0.217468056,0.350316166,0.154707987
16.47,-1.269182853,-0.469810363,-0.19906795
16.48,-0.139518317,0.065492424,0.292274649
16.49,0.974893547,-0.485226683,0.498694702
16.5,-0.632610057,-0.327070429,0.375585723
16.51,-0.494641319,0.856288776,-0.008749222
16.52,-0.605680213,0.832091337,-0.642902372
16.53,1.506074217,1.757440473,0.521269917
16.54,-0.977551575,-1.11591027,-0.305911377
16.55,-0.673950686,0.207021712,0.051372833
16.56,-0.84827168,0.400733663,0.064557584
16.57,-0.538419286,-0.738599215,-0.287823119
16.58,-0.876420661,-0.4437109,-0.139285654
16.59,1.00892152,-0.770619906,-0.056646864
16.6,-0.942498069,1.617704749,1.487506297
16.61,0.567835598,1.377646132,0.003402848
16.62,-0.033483594,0.64437155,-0.179200504
16.63,0.203291148,0.665756805,-0.010587393
16.64,0.972408115,0.552382866,-0.215630432
16.65,-1.004819806,0.651836328,-0.840937293
16.66,-0.593686966,1.886064603,-0.180668426
16.67,-0.518188849,0.422790444,-1.335555958
16.68,-0.16478399,-0.59849407,0.81997375
16.69,1.101507517,1.878215538,-0.051193722
16.7,0.607906188,0.416799229,-0.294148698
16.71,0.416998784,-2.207340835,0.022723879
16.72,-0.747184672,0.358287393,0.834162647
16.73,-0.285191295,0.553545088,0.491624921
16.74,-0.249114033,-0.861535793,0.139738687
16.75,-0.381488686,-0.389642288,-0.221806637
16.76,-0.539593036,1.383826924,0.484830977
16.77,-1.576247726,2.347770259,-0.284781912
16.78,-0.05373074,0.559978095,-0.583073719
16.79,-0.334492824,1.473460977,1.347863203
16.8,-1.342820463,1.100693885,1.003820297
16.81,1.356559989,1.848208627,0.123879561
16.82,0.284101883,1.16126084,0.396111062
16.83,-0.182040042,0.582642413,-0.596669258
16.84,-1.474869712,1.114680355,0.00471879
16.85,0.649700613,2.283744872,-0.264988147
16.86,-0.205341985,0.486852374,0.592351036
16.87,1.830988881,0.711988057,0.438817275
16.88,0.373380281,-0.658320736,-0.480598376
16.89,-0.541468464,-1.236481749,0.702186567
16.9,0.348496957,0.833177034,-0.086980752
16.91,0.763842757,2.478131156,1.000786191
16.92,1.231443886,0.468941207,-0.261208126
16.93,0.729032774,1.514154597,-0.064319451
16.94,0.557806904,0.857914384,0.668244927
16.95,-0.175150287,0.421160483,1.10758567
16.96,-1.043603724,0.183364725,0.595968966
16.97,1.405954833,0.332427813,1.059626311
16.98,-1.144446464,0.610766838,0.371745122
16.99,-0.107836418,0.083383722,1.384086542
17,-1.497453953,1.941391063,0.611543697
17.01,0.240085892,-0.280985307,-0.063121016
17.02,1.123528726,1.80100099,-0.655369083
17.03,0.178877548,-0.243199333,-0.336516524
17.04,-0.704784606,-1.049646393,0.47770356
17.05,-0.814344642,2.838012515,-0.307722964
17.06,-0.730078586,2.097380402,-0.170125927
17.07,-0.267778581,-1.682126849,-0.401544982
17.08,2.046930361,-0.355626175,0.299646122
17.09,-0.405981684,0.617815938,-0.704833319
17.1,0.092250812,0.559864831,0.703777752
17.11,-1.596282721,0.175959054,0.509793838
17.12,1.416925416,0.580226573,0.155365858
17.13,-0.456283297,0.636201996,0.088627252
17.14,-0.128015734,0.768742269,0.691260516
17.15,-0.544568978,-1.079068035,0.584348096
17.16,0.925702964,-0.742385624,-0.223618591
17.17,-1.56197464,0.016332952,-0.207717524
17.18,-0.484211198,0.848791777,0.507200858
17.19,-0.608054638,1.509429126,0.74902634
17.2,0.086121896,0.845072707,-0.787304929
17.21,-1.313126279,1.219369019,-0.478239636
17.22,0.350476679,0.574708983,-0.547161707
17.23,-2.47936449,0.062406757,0.737774412
17.24,-0.562450886,1.66897743,-0.023094281
17.25,0.431127074,-0.010603986,0.574358877
17.26,-0.765625794,-0.209955767,0.123241914
17.27,-0.472449069,1.894603317,0.300714687
17.28,-0.001811793,-0.185290746,-0.178400937
17.29,1.591096871,0.319738113,-0.070568508
17.3,-0.258976681,0.10947665,-0.248060133
17.31,0.841112871,1.137344041,0.77074165
17.32,-0.222362357,0.370566585,-0.315858942
17.33,1.764741659,0.225563329,-0.351775212
17.34,0.85784545,0.870352264,-0.499840101
17.35,-1.551510132,-0.526262685,-0.059334382
17.36,0.5879526,1.457300335,0.380002292
17.37,1.67046568,-1.448200679,-0.353613847
17.38,1.193153987,1.370652911,-0.338190492
17.39,-1.225679851,0.995538679,0.262387371
17.4,-0.880801961,0.239781283,0.36695372
17.41,-0.39013357,1.104790823,0.534137323
17.42,-0.59749112,0.818337169,0.442069098
17.43,1.220206906,1.588493266,-0.213104491
17.44,1.151389611,0.748809697,-0.362530273
17.45,0.500272299,0.242974869,0.493331997
17.46,2.353892266,0.96537839,0.114557908
17.47,-1.175274279,0.133082412,0.548349016
17.48,2.307051961,0.643267979,-0.257171452
17.49,1.240989325,-0.915565307,0.485488179
17.5,-0.165745931,-1.56864954,-0.189357311
17.51,1.788889982,-0.644716901,0.613402412
17.52,0.158891258,2.506895532,0.517312737
17.53,0.914168125,1.285949821,-0.324511994
17.54,0.856040469,1.31530056,-0.005202845
17.55,0.9437776,-0.342688082,0.479899229
17.56,0.33766092,1.79905242,-0.707165468
17.57,1.766609517,1.251398897,0.116091963
17.58,-0.639405759,0.709497052,-0.411358684
17.59,0.56663046,0.272093441,-0.046683411
17.6,1.269217818,1.529581434,0.751819191
17.61,0.06569278,0.654325207,-0.158182633
17.62,0.812965676,1.776611402,-0.033677864
17.63,0.466733034,0.055256495,-0.706164084
17.64,-0.323640186,-0.480706322,0.790987837
17.65,-0.867570989,0.744027823,1.106566206
17.66,-1.258522346,-0.376325362,-0.144094844
17.67,-0.72246537,0.86251268,1.090339719
17.68,-1.217249817,0.942818125,0.00524656
17.69,0.264155168,1.685195179,-0.341416681
17.7,-0.056103877,-0.714429618,-0.082695185
17.71,-0.78479231,-0.930753247,0.526464157
17.72,-0.205638392,1.234408393,-0.582097099
17.73,1.884780241,1.731631206,0.193230861
17.74,0.17329693,1.353614218,-0.058064181
17.75,0.264356043,0.369609283,0.010912825
17.76,1.567765359,-0.611372421,0.701043211
17.77,1.022761617,-0.072586147,-0.475346521
17.78,-0.432801881,2.565748371,0.508430182
17.79,-0.112876773,0.681663251,0.040450523
17.8,1.313755103,1.009150539,0.017801777
17.81,-1.262254196,0.983407353,-0.580658327
17.82,1.333356628,0.498874245,0.697921926
17.83,-1.078282045,0.949371058,0.960560016
17.84,1.481195363,-0.207352198,-0.161342045
17.85,0.683106852,-0.200389323,-0.343141562
17.86,-0.376574686,-0.668479068,-0.636653846
17.87,-0.38846822,0.806922553,0.493777869
17.88,-1.821264499,0.47681589,0.373681378
17.89,-0.169853605,1.715808686,0.335721138
17.9,0.749896731,1.74664053,0.555980614
17.91,-0.091241678,1.611190817,0.1153547
17.92,0.882756103,0.204479793,-0.432610622
17.93,-0.443712514,0.809220267,0.044905095
17.94,0.41160502,-0.148978134,0.08170667
17.95,-0.856147331,0.775460606,0.541670877
17.96,1.697063278,0.326967946,0.58581931
17.97,0.07283648,-0.814420604,0.573320161
17.98,0.265531384,1.997699563,0.925005577
17.99,-0.236658114,0.467992398,0.287741264
18,-0.376848645,0.068444097,-0.017521879
18.01,0.24937161,0.544808396,-0.152154637
18.02,0.475824182,-0.596346957,-0.050911297
18.03,-1.313721211,1.316705535,0.979365251
18.04,-0.953950603,0.332710651,0.207374957
18.05,-0.130786826,1.720985654,0.293312494
18.06,0.17111405,2.517649991,0.208599568
18.07,-0.256091026,0.896156486,-0.627043923
18.08,0.310365212,1.698016827,-0.286641481
18.09,-0.500502004,-0.204532366,0.298362528
18.1,-0.16072704,1.023169515,-1.093320712
18.11,0.997761701,1.598630067,0.449254704
18.12,-0.042842585,0.663544735,0.010729071
18.13,-1.786978901,1.366522383,0.895383099
18.14,0.125015622,0.122596852,0.00012414
18.15,0.178047604,-1.173228874,0.351751263
18.16,-0.111332586,1.578799564,0.625683752
18.17,-0.431976633,-1.830941439,0.565855099
18.18,2.361430192,-0.052440341,0.046646745
18.19,-0.191465056,1.801192638,-0.178792718
18.2,0.623536447,0.911105925,1.321553768
18.21,-0.386074911,0.740337633,-0.602071868
18.22,0.7915908,0.263042639,0.497084385
18.23,-1.031879078,-0.990694243,0.21532715
18.24,0.821837319,-0.242378039,-0.040642343
18.25,0.546469293,-1.198317434,0.529236103
18.26,0.932895595,0.042835949,-0.12213564
18.27,-1.373258082,-0.90945703,-1.3207817
18.28,-0.067930543,1.713551875,-0.30735054
18.29,0.207166459,0.882722212,-0.541763671
18.3,-0.856614082,-1.349126646,1.270832111
18.31,0.451664233,0.207179081,1.004293363
18.32,0.77074805,0.533979966,0.020615647
18.33,0.941643238,-0.729246613,-0.205732166
18.34,-0.773322716,0.646386599,0.118685204
18.35,1.271713506,0.616707894,-0.76436249
18.36,-0.527476554,0.776385433,0.015178947
18.37,0.218981554,-0.138720861,-0.716991392
18.38,-0.446874962,0.307308852,1.182859357
18.39,0.440639723,0.089730703,0.472535722
18.4,0.176709252,0.578468767,-0.048642663
18.41,0.477206636,1.542877388,-0.395711748
18.42,-1.526705776,0.222314631,0.191139718
18.43,0.431846137,-0.334951347,-0.527394795
18.44,1.042716473,1.185972596,0.024465385
18.45,0.058474492,0.69961479,0.187746526
18.46,1.089186916,1.844611887,-0.212970955
18.47,-0.089251865,1.546164792,0.643620639
18.48,-0.258654639,0.344596173,0.97957974
18.49,0.280214531,-0.65126364,1.664301276
18.5,-0.537499181,2.625591883,-0.232968484
18.51,-0.813623134,-1.07347632,0.152715305
18.52,0.717056139,1.014794675,0.489446652
18.53,0.652884272,0.732822467,0.443269054
18.54,-0.96320352,0.461946414,0.06775144
18.55,-0.306320187,-0.076779894,-0.397055035
18.56,-0.938522036,0.000406151,-0.013251614
18.57,-0.74210243,1.748922781,-0.246990472
18.58,-0.339255753,-0.659372881,-0.018798549
18.59,-0.532598308,-0.94419976,-0.162873118
18.6,-1.63376836,0.827323096,0.382029653
18.61,-0.771235269,2.138913465,0.840235135
18.62,-0.016377515,0.32923056,-0.640970104
18.63,-0.316250705,-0.702267196,0.165992157
18.64,-0.376125489,-1.108497038,1.09587503
18.65,0.997755101,-0.587067321,0.272441001
18.66,0.786244113,-0.394033557,0.492973208
18.67,0.2480465,0.909855899,0.244295127
18.68,0.844708517,-0.041494969,-0.574576387
18.69,0.42784122,-0.85897428,-0.205128042
18.7,0.16270257,0.272093623,0.151050193
18.71,-1.026431197,0.100068254,0.906813249
18.72,1.988483767,-0.080335202,0.464541751
18.73,0.5252044,0.583613532,-0.275481581
18.74,-0.143825897,0.159304781,0.421380707
18.75,0.287832924,0.110173111,0.707727424
18.76,0.881889719,0.830086919,0.581773012
18.77,-0.825360884,-1.733067932,-0.200262473
18.78,-0.842677238,-0.240649079,1.753964791
18.79,-1.986921588,0.84884504,-0.403819606
18.8,0.745203165,2.394937175,0.862019879
18.81,0.111054826,-0.569948221,-0.667528456
18.82,0.672878561,0.712295989,-0.741029993
18.83,-0.231340575,0.139539448,0.499180087
18.84,-0.830425163,-1.536496094,-0.007938368
18.85,-1.164651317,-0.706731065,0.371041273
18.86,-0.029410217,1.208471651,0.278857131
18.87,0.2050522,0.179999063,0.514362012
18.88,-0.860205276,0.872729773,0.306762606
18.89,0.696995253,0.284855132,0.353033319
18.9,1.209347729,1.718948907,-0.419613339
18.91,1.453123303,0.285982649,-0.047683835
18.92,-0.76260894,-0.842644102,-0.374629341
18.93,1.264430628,0.513091573,0.737630839
18.94,0.117206203,1.865223872,-0.576969678
18.95,0.867754717,-1.729369417,-0.634168069
18.96,1.490628831,-1.124276033,-0.983320627
18.97,-0.788033507,0.943816677,0.684615241
18.98,0.047986872,-1.604529524,0.322104889
18.99,-0.455343604,0.420100791,0.163207685
19,-0.37978991,1.751650433,0.481004597
19.01,-0.378939323,-0.170791991,1.003385294
19.02,-1.027916125,-0.248212549,-0.115132018
19.03,0.252008082,0.337719437,0.743627003
19.04,-0.780202422,-0.413969572,-0.152279112
19.05,1.713015737,1.663219949,0.565955576
19.06,0.209355563,0.629531355,0.085872457
19.07,1.76621666,-0.255862041,0.77288815
19.08,0.534325407,-1.245239011,0.39356396
19.09,0.855129585,-0.106866697,0.150600718
19.1,-0.396790997,0.629217713,0.906819584
19.11,-0.905062879,0.866738973,0.727716515
19.12,0.994734302,0.151977055,0.550544988
19.13,0.932513732,-0.61824565,-0.24425983
19.14,0.396185448,-1.220475474,0.72466422
19.15,-1.047378258,-0.551594709,0.108296251
19.16,0.134757249,-0.610809608,0.644343844
19.17,-0.308941059,-0.331510699,0.556162964
19.18,-0.805162935,1.088075732,0.789164412
19.19,1.150639062,-0.169679678,0.355103693
19.2,0.594827603,-0.595496474,0.191830337
19.21,-1.090465354,0.889734981,-0.378148736
19.22,-0.436640343,-0.35968465,0.6504608
19.23,1.18255683,0.155077944,-0.9688973
19.24,0.022324192,0.62388165,0.218817407
19.25,-1.288943898,1.097661944,1.029309665
19.26,-0.810733683,-0.47329641,0.529910456
19.27,0.40680952,0.41972776,0.29532932
19.28,-0.738417436,0.898122112,-0.16618079
19.29,0.602491227,0.530432892,-0.208679519
19.3,-0.321192324,-0.874106909,-0.294820031
19.31,0.531953819,-0.011104289,0.384842921
19.32,1.210213168,0.343272121,-0.102240571
19.33,0.463540642,-1.640853153,0.401641857
19.34,-0.928066987,-0.642953064,0.176821301
19.35,-0.061194538,1.340030236,0.782801817
19.36,-0.069595717,1.719769652,0.645343251
19.37,0.143332575,0.960510989,-0.335057149
19.38,0.667749444,0.221874,0.222936563
19.39,0.723805618,-0.159849764,0.335514854
19.4,-1.28024979,-1.054900403,0.074624846
19.41,0.530935583,-0.545843719,0.640656147
19.42,-0.161217405,-0.541165477,0.176222519
19.43,0.419259051,0.237423603,0.034458853
19.44,-1.291515456,-0.956786558,0.077967886
19.45,0.347939521,-0.339191575,1.094833683
19.46,-0.662864311,-2.111899784,-0.373192801
19.47,0.244641514,-0.597787143,-0.422061754
19.48,0.502538409,1.478003052,0.863105815
19.49,-0.396816357,-0.673518905,-0.438406252
19.5,-2.158279733,-1.513195315,0.09313725
19.51,0.580079176,0.07193197,-0.048041037
19.52,0.217502453,0.549979258,-0.130633954
19.53,1.185260733,-0.362136105,-0.631862028
19.54,-0.752516568,-1.542989325,0.262022929
19.55,0.409498372,-0.156613809,-0.141514258
19.56,1.323656402,1.261998819,-0.226397341
19.57,-0.119336244,0.779951771,-0.285597183
19.58,0.383978324,-0.319771825,0.143902551
19.59,0.656773052,0.258216063,0.383008974
19.6,-0.954839741,-1.434656599,0.369394967
19.61,-0.314265583,0.453719024,-0.367660705
19.62,0.801489367,-0.443397386,-1.077845997
19.63,-0.85397778,0.678608972,-0.06494394
19.64,-0.340916818,-0.952376773,0.148883655
19.65,-0.270122914,-1.433377849,0.716922432
19.66,-0.286099446,0.117593457,-0.209039697
19.67,0.905271386,0.951538382,0.567342411
19.68,-1.155027575,0.886857029,0.1283211
19.69,1.170161415,0.786640044,-0.60955168
19.7,0.025821211,0.604465812,0.24520565
19.71,-0.031868234,0.710440356,-0.465922512
19.72,-0.855105578,-0.235620019,0.598848846
19.73,0.080455142,-0.128993189,-0.186538792
19.74,1.682061803,1.242089161,0.392539301
19.75,0.082865438,-0.402119326,-0.254434723
19.76,1.32926332,-0.310031932,-0.309279015
19.77,0.697547707,-0.036382922,0.051419396
19.78,-0.658772872,-0.512307149,0.47909294
19.79,-0.081679675,-0.988416394,0.695858427
19.8,-0.874805268,-0.941402204,-0.296688185
19.81,-0.57061227,-1.292728881,-0.359092812
19.82,-2.15729383,-1.121456614,-0.622948599
19.83,-0.044903319,-0.659679876,-0.167548502
19.84,0.341379046,1.916767137,0.568408227
19.85,-0.002932209,0.958776587,0.051202872
19.86,1.308468355,-0.480396582,0.684382987
19.87,0.392509425,0.145263703,-0.575629147
19.88,1.826957907,0.776236954,-1.020574376
19.89,0.316146647,-2.87443346,-0.009960818
19.9,0.36735264,-0.184103817,-0.058118569
19.91,-0.888274945,1.146094022,-0.227423577
19.92,1.581158988,0.265001917,-0.250985236
19.93,-0.144779103,0.999536351,0.446607906
19.94,-0.425006178,-1.245933558,-0.332719103
19.95,-0.597110951,-0.348050272,0.028730008
19.96,0.132233553,-0.793692413,-0.763887678
19.97,0.435064372,-0.247635516,0.805494809
19.98,-0.14134418,1.381040535,-0.16624589
19.99,-0.398973662,0.780843157,0.058007694
20,0.658949897,-0.205400758,0.11904329
20.01,0.513913974,1.128290399,-0.305763909
20.02,-0.660878235,1.05208269,0.269827515
20.03,-1.540607036,1.382859807,-0.289681272
20.04,0.312672651,0.256596659,-0.915300202
20.05,-1.424851552,-2.481672189,-0.016752162
20.06,0.043354046,0.013710111,-0.228133051
20.07,2.099062963,0.989216639,-0.185882279
20.08,0.020910866,0.300634205,0.452026597
20.09,-0.43178677,0.515379802,-0.561055452
20.1,-0.318335134,-0.918171332,0.562590824
20.11,0.686811617,0.305491714,-0.167400358
20.12,1.042583563,-1.553960078,-0.195725349
20.13,-1.027606446,-0.740090364,-0.217687945
20.14,0.183970857,-1.660602102,-0.25267307
20.15,-0.421653823,-0.713105925,0.168538194
20.16,-1.204541464,0.73614725,0.361987234
20.17,-1.373640893,0.779681509,-0.865896747
20.18,0.362399548,-0.030879403,-0.274579724
20.19,-0.805853867,0.154393355,-0.533686196
20.2,0.283217239,-2.191460922,0.048744649
20.21,0.319321381,-0.576816824,0.583112151
20.22,-0.152554378,-0.610797146,0.374548822
20.23,1.416650392,-0.936623292,0.526215682
20.24,0.084760212,-0.378579419,0.242940172
20.25,0.660796068,-0.545145576,-0.006370856
20.26,-1.273875457,1.771698383,0.287198568
20.27,-1.062697093,0.123629981,0.048341333
20.28,-0.045387745,-0.092042536,-0.505678356
20.29,-0.908218399,0.261271271,-1.170880839
20.3,0.464848324,0.621266926,0.572945125
20.31,1.015734374,0.107317565,0.264883373
20.32,0.36603433,-0.397563988,-0.33481037
20.33,0.291816401,1.758335905,0.380462136
20.34,-0.527563217,0.520980682,0.443069819
20.35,1.359709568,1.349559412,-0.102549306
20.36,-0.022837035,-0.186828768,0.121098265
20.37,-1.791794073,-0.489298091,-1.156089136
20.38,0.042271253,-0.294397662,-1.017452143
20.39,-0.314716348,0.617516848,-0.115285756
20.4,0.356654758,-0.797232599,0.149926059
20.41,0.000998269,-1.20332959,-0.01904498
20.42,-2.196252199,-0.900181962,0.567510952
20.43,-1.074544693,-0.036493945,0.866667055
20.44,0.425480136,0.025537507,-0.154838851
20.45,0.048878181,-0.664614493,-0.525956111
20.46,-0.493284604,-0.384809472,0.714977291
20.47,-1.101109286,1.23248838,-0.175637307
20.48,0.917780209,-0.157968809,0.329277092
20.49,-0.485425949,0.856236566,0.500865449
20.5,-0.551190913,0.077822215,0.746081109
20.51,0.834282695,1.298612906,-0.902382759
20.52,-1.041892573,-0.27794241,1.07469199
20.53,-0.025900999,0.055882872,-0.37628829
20.54,-0.424097637,0.263772258,0.015528146
20.55,-1.424815676,2.277160899,0.343262322
20.56,0.01890494,0.876846576,0.283952377
20.57,-1.662907013,0.376996618,0.195271135
20.58,-1.120433103,0.956965829,-0.487581301
20.59,-0.245943307,0.181055988,0.469784215
20.6,-1.315626833,0.217326687,-0.652474683
20.61,-0.692617298,0.526673911,0.023475797
20.62,-0.082367592,1.675529724,0.602402232
20.63,-1.378618476,0.654758813,0.396598107
20.64,-1.288366428,0.503633539,0.143515028
20.65,-1.37037172,0.454180767,0.141057598
20.66,-0.829530269,0.312269034,-0.57653227
20.67,-2.375769855,1.658073866,-0.447071489
20.68,-1.024370798,0.180861817,-0.296416301
20.69,-1.410445726,-0.676708298,0.963573969
20.7,-0.776199868,-0.354076714,0.567693297
20.71,0.913532663,-0.750265758,-0.458039246
20.72,-1.732513684,2.059820706,0.069806065
20.73,-0.599979543,-1.000664815,0.426874686
20.74,-0.335412651,0.977303025,-0.405110683
20.75,-0.443264587,-0.994901044,-0.34707214
20.76,-0.6038548,-1.134570135,0.281571119
20.77,0.035382438,1.937748878,0.767156841
20.78,-0.216974461,-2.40119448,-0.274077831
20.79,-2.272065665,-1.231432964,-0.267850292
20.8,-0.15660685,-1.560735828,-0.6010078
20.81,-0.289400518,0.384402184,-0.10319418
20.82,-1.271363245,0.394654142,-0.083067194
20.83,-1.8607315,-0.366434091,-0.106293782
20.84,-1.38189976,0.138024508,1.224148698
20.85,-1.978334727,0.714373848,0.124546297
20.86,-0.872320699,0.747073326,0.353828035
20.87,-0.773894284,-2.011524458,0.193924509
20.88,0.387849556,-0.258437442,-0.30186181
20.89,-1.878589665,-0.359810764,0.498601244
20.9,-1.872955213,0.378589187,-0.074220946
20.91,-1.669289894,-0.374390311,0.295713314
20.92,-0.871340677,0.164441675,-1.043924991
20.93,0.384860245,1.259327117,-0.357792344
20.94,0.007472487,0.216232601,-0.296182181
20.95,-1.885031016,0.290875339,0.411204017
20.96,-1.98032705,-0.045116619,0.363614196
20.97,-1.661261257,-0.280102189,-0.059993184
20.98,-0.998335932,1.250101229,0.303039042
20.99,-1.646705473,-0.700005463,-0.528896439
21,-0.882801717,-1.11108358,0.509883854
21.01,-1.77809804,0.381696295,0.124444513
21.02,-1.856523134,-0.823615801,0.224915973
21.03,-0.677349413,0.453291847,0.143382812
21.04,-1.328802278,-0.576111274,-0.2492077
21.05,-0.840215687,1.114369081,-0.444920266
21.06,0.191192103,1.304580096,0.624130606
21.07,-0.428509859,0.091645047,0.040646348
21.08,-0.375724183,-1.723724331,0.675798567
